word,pos,definition
TATTA,n.,"A bamboo frame or trellis hung at a door or window of a house, over which water is suffered to trickle, in order to moisten and cool the air as it enters."
TAUNT,a.,"Very high or tall; as, a ship with taunt masts."
TAUNT,v. t.,To reproach with severe or insulting words; to revile; to upbraid; to jeer at; to flout.
TAUNT,n.,Upbraiding language; bitter or sarcastic reproach; insulting invective.
TAWED,imp. & p. p.,of Taw
TAWER,n.,One who taws; a dresser of white leather.
TAWNY,n.,"Of a dull yellowish brown color, like things tanned, or persons who are sunburnt; as, tawny Moor or Spaniard; the tawny lion."
TAXED,imp. & p. p.,of Tax
TAXEL,n.,The American badger.
TAXER,n.,One who taxes.
TAXER,n.,"One of two officers chosen yearly to regulate the assize of bread, and to see the true gauge of weights and measures is observed."
TAXIS,n.,"Manipulation applied to a hernial tumor, or to an intestinal obstruction, for the purpose of reducing it."
TAXOR,n.,"Same as Taxer, n., 2."
TAYRA,n.,"A South American carnivore (Galera barbara) allied to the grison. The tail is long and thick. The length, including the tail, is about three feet."
TAZEL,n.,The teasel.
TAZZA,n.,"An ornamental cup or vase with a large, flat, shallow bowl, resting on a pedestal and often having handles."
TEACH,v. t.,"To impart the knowledge of; to give intelligence concerning; to impart, as knowledge before unknown, or rules for practice; to inculcate as true or important; to exhibit impressively; as, to teach arithmetic, dancing, music, or the like; to teach morals."
TEACH,v. t.,"To direct, as an instructor; to manage, as a preceptor; to guide the studies of; to instruct; to inform; to conduct through a course of studies; as, to teach a child or a class."
TEACH,v. t.,To accustom; to guide; to show; to admonish.
TEACH,v. i.,"To give instruction; to follow the business, or to perform the duties, of a preceptor."
TEADE,n.,A torch.
TEARY,a.,Wet with tears; tearful.
TEARY,a.,"Consisting of tears, or drops like tears."
TEASE,v. t.,"To comb or card, as wool or flax."
TEASE,v. t.,"To stratch, as cloth, for the purpose of raising a nap; teasel."
TEASE,v. t.,"To tear or separate into minute shreds, as with needles or similar instruments."
TEASE,v. t.,"To vex with importunity or impertinence; to harass, annoy, disturb, or irritate by petty requests, or by jests and raillery; to plague."
TEASE,n.,One who teases or plagues.
TECHY,a.,Peevish; fretful; irritable.
TECUM,n.,See Tucum.
TEDGE,n.,"The gate of a mold, through which the melted metal is poured; runner, geat."
TEEND,v. t. & i.,To kindle; to burn.
TEENS,n. pl.,"The years of one's age having the termination -teen, beginning with thirteen and ending with nineteen; as, a girl in her teens."
TEENY,a.,Very small; tiny.
TEENY,a.,Fretful; peevish; pettish; cross.
TEEST,n.,"A tinsmith's stake, or small anvil."
TEETH,n.,pl. of Tooth.
TEETH,v. i.,"To breed, or grow, teeth."
TEIND,n.,A tithe.
TEINE,n.,See Teyne.
TEINT,n.,"Tint; color; tinge, See Tint."
TELIC,a.,"Denoting the final end or purpose, as distinguished from ecbatic. See Ecbatic."
TEMPO,n.,The rate or degree of movement in time.
TEMPS,n.,Time.
TEMPT,v. t.,To put to trial; to prove; to test; to try.
TEMPT,v. t.,"To lead, or endeavor to lead, into evil; to entice to what is wrong; to seduce."
TEMPT,v. t.,To endeavor to persuade; to induce; to invite; to incite; to provoke; to instigate.
TEMPT,v. t.,To endeavor to accomplish or reach; to attempt.
TEMSE,n.,A sieve.
TENCH,n.,"A European fresh-water fish (Tinca tinca, or T. vulgaris) allied to the carp. It is noted for its tenacity of life."
TENET,n.,"Any opinion, principle, dogma, belief, or doctrine, which a person holds or maintains as true; as, the tenets of Plato or of Cicero."
TENIA,n.,See Taenia.
TENNE,n.,"A tincture, rarely employed, which is considered as an orange color or bright brown. It is represented by diagonal lines from sinister to dexter, crossed by vertical lines."
TENNU,n.,The tapir.
TENON,n.,"A projecting member left by cutting away the wood around it, and made to insert into a mortise, and in this way secure together the parts of a frame; especially, such a member when it passes entirely through the thickness of the piece in which the mortise is cut, and shows on the other side.  Cf. Tooth, Tusk."
TENON,v. t.,"To cut or fit for insertion into a mortise, as the end of a piece of timber."
TENOR,n.,A state of holding on in a continuous course; manner of continuity; constant mode; general tendency; course; career.
TENOR,n.,That course of thought which holds on through a discourse; the general drift or course of thought; purport; intent; meaning; understanding.
TENOR,n.,Stamp; character; nature.
TENOR,n.,"An exact copy of a writing, set forth in the words and figures of it. It differs from purport, which is only the substance or general import of the instrument."
TENOR,n.,"The higher of the two kinds of voices usually belonging to adult males; hence, the part in the harmony adapted to this voice; the second of the four parts in the scale of sounds, reckoning from the base, and originally the air, to which the other parts were auxillary."
TENOR,n.,"A person who sings the tenor, or the instrument that play it."
TENSE,n.,"One of the forms which a verb takes by inflection or by adding auxiliary words, so as to indicate the time of the action or event signified; the modification which verbs undergo for the indication of time."
TENSE,a.,"Stretched tightly; strained to stiffness; rigid; not lax; as, a tense fiber."
TENTH,a.,Next in order after the ninth; coming after nine others.
TENTH,a.,Constituting or being one of ten equal parts into which anything is divided.
TENTH,n.,The next in order after the ninth; one coming after nine others.
TENTH,n.,The quotient of a unit divided by ten; one of ten equal parts into which anything is divided.
TENTH,n.,"The tenth part of annual produce, income, increase, or the like; a tithe."
TENTH,n.,"The interval between any tone and the tone represented on the tenth degree of the staff above it, as between one of the scale and three of the octave above; the octave of the third."
TENTH,n.,"A temporary aid issuing out of personal property, and granted to the king by Parliament; formerly, the real tenth part of all the movables belonging to the subject."
TENTH,n.,"The tenth part of the annual profit of every living in the kingdom, formerly paid to the pope, but afterward transferred to the crown. It now forms a part of the fund called Queen Anne's Bounty."
TEPAL,n.,A division of a perianth.
TEPEE,n.,An Indian wigwam or tent.
TEPID,a.,"Moderately warm; lukewarm; as, a tepid bath; tepid rays; tepid vapors."
TEPOR,n.,Gentle heat; moderate warmth; tepidness.
TERCE,n.,See Tierce.
TERET,a.,Round; terete.
TERGA,pl. ,of Tergum
TERIN,n.,"A small yellow singing bird, with an ash-colored head; the European siskin. Called also tarin."
TERMA,n.,"The terminal lamina, or thin ventral part, of the anterior wall of the third ventricle of the brain."
TERRA,n.,The earth; earth.
TERRY,n.,"A kind of heavy colored fabric, either all silk, or silk and worsted, or silk and cotton, often called terry velvet, used for upholstery and trimmings."
TERSE,superl.,Appearing as if rubbed or wiped off; rubbed; smooth; polished.
TERSE,superl.,Refined; accomplished; -- said of persons.
TERSE,superl.,"Elegantly concise; free of superfluous words; polished to smoothness; as, terse language; a terse style."
TESTS,pl. ,of Testa
TESTA,n.,The external hard or firm covering of many invertebrate animals.
TESTA,n.,"The outer integument of a seed; the episperm, or spermoderm."
TESTE,n.,A witness.
TESTE,n.,"The witnessing or concluding clause, duty attached; -- said of a writ, deed, or the like."
TESTY,superl.,Fretful; peevish; petulant; easily irritated.
TETEL,n.,"A large African antelope (Alcelaphus tora). It has widely divergent, strongly ringed horns."
TETTY,a.,Testy; irritable.
TEWED,imp. & p. p.,of Tew
TEWAN,n.,A tribe of American Indians including many of the Pueblos of New Mexico and adjacent regions.
TEWED,a.,Fatigued; worn with labor or hardship.
TEWEL,n.,"A pipe, funnel, or chimney, as for smoke."
TEWEL,n.,The tuyere of a furnace.
TEXAS,n.,"A structure on the hurricane deck of a steamer, containing the pilot house, officers' cabins, etc."
TEYNE,n.,A thin plate of metal.
THACK,,Alt. of Thacker
THANE,n.,"A dignitary under the Anglo-Saxons and Danes in England. Of these there were two orders, the king's thanes, who attended the kings in their courts and held lands immediately of them, and the ordinary thanes, who were lords of manors and who had particular jurisdiction within their limits. After the Conquest, this title was disused, and baron took its place."
THANK,n.,"A expression of gratitude; an acknowledgment expressive of a sense of favor or kindness received; obligation, claim, or desert, or gratitude; -- now generally used in the plural."
THANK,n.,To express gratitude to (anyone) for a favor; to make acknowledgments to (anyone) for kindness bestowed; -- used also ironically for blame.
THAVE,n.,Same as Theave.
THAWY,a.,Liquefying by heat after having been frozen; thawing; melting.
THECA,n.,"A sheath; a case; as, the theca, or cell, of an anther; the theca, or spore case, of a fungus; the theca of the spinal cord."
THECA,n.,The chitinous cup which protects the hydranths of certain hydroids.
THECA,n.,The more or less cuplike calicle of a coral.
THECA,n.,The wall forming a calicle of a coral.
THEFT,n.,"The act of stealing; specifically, the felonious taking and removing of personal property, with an intent to deprive the rightful owner of the same; larceny."
THEFT,n.,The thing stolen.
THEGN,n.,Thane. See Thane.
THEIR,pron. & a.,"The possessive case of the personal pronoun they; as, their houses; their country."
THEME,n.,A subject or topic on which a person writes or speaks; a proposition for discussion or argument; a text.
THEME,n.,Discourse on a certain subject.
THEME,n.,A composition or essay required of a pupil.
THEME,n.,"A noun or verb, not modified by inflections; also, that part of a noun or verb which remains unchanged (except by euphonic variations) in declension or conjugation; stem."
THEME,n.,That by means of which a thing is done; means; instrument.
THEME,n.,The leading subject of a composition or a movement.
THERE,pron.,In or at that place.
THERE,pron.,"In that matter, relation, etc.; at that point, stage, etc., regarded as a distinct place; as, he did not stop there, but continued his speech."
THERE,pron.,To or into that place; thither.
THERF,a.,"Not fermented; unleavened; -- said of bread, loaves, etc."
THESE,pron.,The plural of this. See This.
THETA,n.,"A letter of the Greek alphabet corresponding to th in English; -- sometimes called the unlucky letter, from being used by the judges on their ballots in passing condemnation on a prisoner, it being the first letter of the Greek qa`natos, death."
THEWY,a.,Having strong or large thews or muscles; muscular; sinewy; strong.
THICK,superl.,"Measuring in the third dimension other than length and breadth, or in general dimension other than length; -- said of a solid body; as, a timber seven inches thick."
THICK,superl.,"Having more depth or extent from one surface to its opposite than usual; not thin or slender; as, a thick plank; thick cloth; thick paper; thick neck."
THICK,superl.,"Dense; not thin; inspissated; as, thick vapors. Also used figuratively; as, thick darkness."
THICK,superl.,"Not transparent or clear; hence, turbid, muddy, or misty; as, the water of a river is apt to be thick after a rain."
THICK,superl.,"Abundant, close, or crowded in space; closely set; following in quick succession; frequently recurring."
THICK,superl.,"Not having due distinction of syllables, or good articulation; indistinct; as, a thick utterance."
THICK,superl.,"Deep; profound; as, thick sleep."
THICK,superl.,"Dull; not quick; as, thick of fearing."
THICK,superl.,Intimate; very friendly; familiar.
THICK,n.,"The thickest part, or the time when anything is thickest."
THICK,n.,"A thicket; as, gloomy thicks."
THICK,adv.,Frequently; fast; quick.
THICK,adv.,"Closely; as, a plat of ground thick sown."
THICK,adv.,"To a great depth, or to a greater depth than usual; as, land covered thick with manure."
THICK,v. t. & i.,To thicken.
THIEF,n.,One who steals; one who commits theft or larceny. See Theft.
THIEF,n.,A waster in the snuff of a candle.
THIGH,n.,The proximal segment of the hind limb between the knee and the trunk. See Femur.
THIGH,n.,"The coxa, or femur, of an insect."
THILK,pron.,That same; this; that.
THILL,n.,"One of the two long pieces of wood, extending before a vehicle, between which a horse is hitched; a shaft."
THILL,n.,The floor of a coal mine.
THINE,pron. & a.,"A form of the possessive case of the pronoun thou, now superseded in common discourse by your, the possessive of you, but maintaining a place in solemn discourse, in poetry, and in the usual language of the Friends, or Quakers."
THING,n.,"Whatever exists, or is conceived to exist, as a separate entity, whether animate or inanimate; any separable or distinguishable object of thought."
THING,n.,"An inanimate object, in distinction from a living being; any lifeless material."
THING,n.,A transaction or occurrence; an event; a deed.
THING,n.,A portion or part; something.
THING,n.,A diminutive or slighted object; any object viewed as merely existing; -- often used in pity or contempt.
THING,n.,"Clothes; furniture; appurtenances; luggage; as, to pack or store one's things."
THING,n.,Whatever may be possessed or owned; a property; -- distinguished from person.
THING,n.,"In Scandinavian countries, a legislative or judicial assembly."
THINK,v. t.,"To seem or appear; -- used chiefly in the expressions methinketh or methinks, and methought."
THINK,v. t.,To employ any of the intellectual powers except that of simple perception through the senses; to exercise the higher intellectual faculties.
THINK,v. t.,"To call anything to mind; to remember; as, I would have sent the books, but I did not think of it."
THINK,v. t.,To reflect upon any subject; to muse; to meditate; to ponder; to consider; to deliberate.
THINK,v. t.,"To form an opinion by reasoning; to judge; to conclude; to believe; as, I think it will rain to-morrow."
THINK,v. t.,To purpose; to intend; to design; to mean.
THINK,v. t.,To presume; to venture.
THINK,v. t.,To conceive; to imagine.
THINK,v. t.,To plan or design; to plot; to compass.
THINK,v. t.,To believe; to consider; to esteem.
THIRD,a.,"Next after the second; coming after two others; -- the ordinal of three; as, the third hour in the day."
THIRD,a.,"Constituting or being one of three equal parts into which anything is divided; as, the third part of a day."
THIRD,n.,The quotient of a unit divided by three; one of three equal parts into which anything is divided.
THIRD,n.,The sixtieth part of a second of time.
THIRD,n.,The third tone of the scale; the mediant.
THIRD,n.,"The third part of the estate of a deceased husband, which, by some local laws, the widow is entitled to enjoy during her life."
THIRL,v. t.,To bore; to drill or thrill. See Thrill.
THESE,pl. ,of This
THOLE,n.,"A wooden or metal pin, set in the gunwale of a boat, to serve as a fulcrum for the oar in rowing."
THOLE,n.,"The pin, or handle, of a scythe snath."
THOLE,v. t.,To bear; to endure; to undergo.
THOLE,v. i.,To wait.
THONG,n.,"A strap of leather; especially, one used for fastening anything."
THORN,n.,"A hard and sharp-pointed projection from a woody stem; usually, a branch so transformed; a spine."
THORN,n.,"Any shrub or small tree which bears thorns; especially, any species of the genus Crataegus, as the hawthorn, whitethorn, cockspur thorn."
THORN,n.,Fig.: That which pricks or annoys as a thorn; anything troublesome; trouble; care.
THORN,n.,"The name of the Anglo-Saxon letter /, capital form /. It was used to represent both of the sounds of English th, as in thin, then. So called because it was the initial letter of thorn, a spine."
THORN,v. t.,"To prick, as with a thorn."
THORO,a.,Thorough.
THORP,n.,Alt. of Thorpe
THOSE,pron.,The plural of that. See That.
THOTH,n.,"The god of eloquence and letters among the ancient Egyptians, and supposed to be the inventor of writing and philosophy. He corresponded to the Mercury of the Romans, and was usually represented as a human figure with the head of an ibis or a lamb."
THOTH,n.,The Egyptian sacred baboon.
THOWL,n.,A thole pin.
THOWL,n.,A rowlock.
THRAW,n. & v.,See Throse.
THREE,a.,One more than two; two and one.
THREE,n.,The number greater by a unit than two; three units or objects.
THREE,n.,"A symbol representing three units, as 3 or iii."
THREW,,imp. of Throw.
THRID,a.,Third.
THRID,v. t.,To pass through in the manner of a thread or a needle; to make or find a course through; to thread.
THRID,v. t.,"To make or effect (a way or course) through something; as, to thrid one's way through a wood."
THRID,n.,Thread; continuous line.
THROB,v. i.,"To beat, or pulsate, with more than usual force or rapidity; to beat in consequence of agitation; to palpitate; -- said of the heart, pulse, etc."
THROB,n.,"A beat, or strong pulsation, as of the heart and arteries; a violent beating; a papitation:"
THROE,n.,"Extreme pain; violent pang; anguish; agony; especially, one of the pangs of travail in childbirth, or purturition."
THROE,n.,A tool for splitting wood into shingles; a frow.
THROE,v. i.,To struggle in extreme pain; to be in agony; to agonize.
THROE,v. t.,To put in agony.
THROP,n.,A thorp.
THROW,n.,"Pain; especially, pain of travail; throe."
THROW,n.,Time; while; space of time; moment; trice.
THREW,imp.,of Throw
THROW,v. t.,"To fling, cast, or hurl with a certain whirling motion of the arm, to throw a ball; -- distinguished from to toss, or to bowl."
THROW,v. t.,"To fling or cast in any manner; to drive to a distance from the hand or from an engine; to propel; to send; as, to throw stones or dust with the hand; a cannon throws a ball; a fire engine throws a stream of water to extinguish flames."
THROW,v. t.,"To drive by violence; as, a vessel or sailors may be thrown upon a rock."
THROW,v. t.,"To cause to take a strategic position; as, he threw a detachment of his army across the river."
THROW,v. t.,"To overturn; to prostrate in wrestling; as, a man throws his antagonist."
THROW,v. t.,"To cast, as dice; to venture at dice."
THROW,v. t.,To put on hastily; to spread carelessly.
THROW,v. t.,To divest or strip one's self of; to put off.
THROW,v. t.,"To form or shape roughly on a throwing engine, or potter's wheel, as earthen vessels."
THROW,v. t.,To give forcible utterance to; to cast; to vent.
THROW,v. t.,"To bring forth; to produce, as young; to bear; -- said especially of rabbits."
THROW,v. t.,"To twist two or more filaments of, as silk, so as to form one thread; to twist together, as singles, in a direction contrary to the twist of the singles themselves; -- sometimes applied to the whole class of operations by which silk is prepared for the weaver."
THROW,v. i.,"To perform the act of throwing or casting; to cast; specifically, to cast dice."
THROW,n.,The act of hurling or flinging; a driving or propelling from the hand or an engine; a cast.
THROW,n.,A stroke; a blow.
THROW,n.,"The distance which a missile is, or may be, thrown; as, a stone's throw."
THROW,n.,"A cast of dice; the manner in which dice fall when cast; as, a good throw."
THROW,n.,An effort; a violent sally.
THROW,n.,"The extreme movement given to a sliding or vibrating reciprocating piece by a cam, crank, eccentric, or the like; travel; stroke; as, the throw of a slide valve. Also, frequently, the length of the radius of a crank, or the eccentricity of an eccentric; as, the throw of the crank of a steam engine is equal to half the stroke of the piston."
THROW,n.,"A potter's wheel or table; a jigger. See 2d Jigger, 2 (a)."
THROW,n.,A turner's lathe; a throwe.
THROW,n.,"The amount of vertical displacement produced by a fault; -- according to the direction it is designated as an upthrow, or a downthrow."
THRUM,n.,"One of the ends of weaver's threads; hence, any soft, short threads or tufts resembling these."
THRUM,n.,Any coarse yarn; an unraveled strand of rope.
THRUM,n.,A threadlike part of a flower; a stamen.
THRUM,n.,A shove out of place; a small displacement or fault along a seam.
THRUM,n.,A mat made of canvas and tufts of yarn.
THRUM,v. t.,To furnish with thrums; to insert tufts in; to fringe.
THRUM,v. t.,"To insert short pieces of rope-yarn or spun yarn in; as, to thrum a piece of canvas, or a mat, thus making a rough or tufted surface."
THRUM,v. i.,To play rudely or monotonously on a stringed instrument with the fingers; to strum.
THRUM,v. i.,"Hence, to make a monotonous drumming noise; as, to thrum on a table."
THRUM,v. t.,"To play, as a stringed instrument, in a rude or monotonous manner."
THRUM,v. t.,"Hence, to drum on; to strike in a monotonous manner; to thrum the table."
THUJA,n.,"A genus of evergreen trees, thickly branched, remarkable for the distichous arrangement of their branches, and having scalelike, closely imbricated, or compressed leaves."
THULE,n.,"The name given by ancient geographers to the northernmost part of the habitable world. According to some, this land was Norway, according to others, Iceland, or more probably Mainland, the largest of the Shetland islands; hence, the Latin phrase ultima Thule, farthest Thule."
THUMB,n.,"The short, thick first digit of the human hand, differing from the other fingers in having but two phalanges; the pollex. See Pollex."
THUMB,v. t.,To handle awkwardly.
THUMB,v. t.,"To play with the thumbs, or with the thumbs and fingers; as, to thumb over a tune."
THUMB,v. t.,"To soil or wear with the thumb or the fingers; to soil, or wear out, by frequent handling; also, to cover with the thumb; as, to thumb the touch-hole of a cannon."
THUMB,v. i.,To play with the thumb or thumbs; to play clumsily; to thrum.
THUMP,n.,"The sound made by the sudden fall or blow of a heavy body, as of a hammer, or the like."
THUMP,n.,"A blow or knock, as with something blunt or heavy; a heavy fall."
THUMP,v. t.,"To strike or beat with something thick or heavy, or so as to cause a dull sound."
THUMP,v. i.,To give a thump or thumps; to strike or fall with a heavy blow; to pound.
THURL,n.,A hole; an aperture.
THURL,n.,A short communication between adits in a mine.
THURL,n.,A long adit in a coalpit.
THURL,v. t.,To cut through; to pierce.
THURL,v. t.,"To cut through, as a partition between one working and another."
THUYA,n.,Same as Thuja.
THYME,n.,"Any plant of the labiate genus Thymus. The garden thyme (Thymus vulgaris) is a warm, pungent aromatic, much used to give a relish to seasoning and soups."
THYMY,a.,"Abounding with thyme; fragrant; as, a thymy vale."
TIARA,n.,"A form of headdress worn by the ancient Persians. According to Xenophon, the royal tiara was encircled with a diadem, and was high and erect, while those of the people were flexible, or had rims turned over."
TIARA,n.,"The pope's triple crown. It was at first a round, high cap, but was afterward encompassed with a crown, subsequently with a second, and finally with a third. Fig.: The papal dignity."
TIBIA,n.,"The inner, or preaxial, and usually the larger, of the two bones of the leg or hind limb below the knee."
TIBIA,n.,"The fourth joint of the leg of an insect. See Illust. under Coleoptera, and under Hexapoda."
TIBIA,n.,"A musical instrument of the flute kind, originally made of the leg bone of an animal."
TICAL,n.,"A bean-shaped coin of Siam, worth about sixty cents; also, a weight equal to 236 grains troy."
TICAL,n.,"A money of account in China, reckoning at about $1.60; also, a weight of about four ounces avoirdupois."
TIDAL,a.,"Of or pertaining to tides; caused by tides; having tides; periodically rising and falling, or following and ebbing; as, tidal waters."
TIDDE,obs.,"imp. of Tide, v. i."
TIDED,a.,Affected by the tide; having a tide.
TIGHT,,of Tie
TYING,p. pr. & vb. n.,of Tie
TIGER,n.,"A very large and powerful carnivore (Felis tigris) native of Southern Asia and the East Indies. Its back and sides are tawny or rufous yellow, transversely striped with black, the tail is ringed with black, the throat and belly are nearly white. When full grown, it equals or exceeds the lion in size and strength. Called also royal tiger, and Bengal tiger."
TIGER,n.,"Fig.: A ferocious, bloodthirsty person."
TIGER,n.,"A servant in livery, who rides with his master or mistress."
TIGER,n.,"A kind of growl or screech, after cheering; as, three cheers and a tiger."
TIGER,n.,A pneumatic box or pan used in refining sugar.
TIGHT,,p. p. of Tie.
TIGHT,superl.,"Firmly held together; compact; not loose or open; as, tight cloth; a tight knot."
TIGHT,superl.,"Close, so as not to admit the passage of a liquid or other fluid; not leaky; as, a tight ship; a tight cask; a tight room; -- often used in this sense as the second member of a compound; as, water-tight; air-tight."
TIGHT,superl.,"Fitting close, or too close, to the body; as, a tight coat or other garment."
TIGHT,superl.,Not ragged; whole; neat; tidy.
TIGHT,superl.,"Close; parsimonious; saving; as, a man tight in his dealings."
TIGHT,superl.,"Not slack or loose; firmly stretched; taut; -- applied to a rope, chain, or the like, extended or stretched out."
TIGHT,superl.,Handy; adroit; brisk.
TIGHT,superl.,Somewhat intoxicated; tipsy.
TIGHT,superl.,"Pressing; stringent; not easy; firmly held; dear; -- said of money or the money market.  Cf. Easy, 7."
TIGHT,v. t.,To tighten.
TIKUS,n.,The bulau.
TILDE,n.,"The accentual mark placed over n, and sometimes over l, in Spanish words [thus, �, /], indicating that, in pronunciation, the sound of the following vowel is to be preceded by that of the initial, or consonantal, y."
TILED,imp. & p. p.,of Tile
TILER,n.,A man whose occupation is to cover buildings with tiles.
TILER,n.,A doorkeeper or attendant at a lodge of Freemasons.
TILTH,n.,"The state of being tilled, or prepared for a crop; culture; as, land is good tilth."
TILTH,n.,That which is tilled; tillage ground.
TIMAL,n.,The blue titmouse.
TIMES,pl. ,of Time
TIMED,imp. & p. p.,of Time
TIMER,n.,"A timekeeper; especially, a watch by which small intervals of time can be measured; a kind of stop watch. It is used for timing the speed of horses, machinery, etc."
TIMID,a.,Wanting courage to meet danger; easily frightened; timorous; not bold; fearful; shy.
TINCT,a.,Tined; tinged.
TINCT,n.,Color; tinge; tincture; tint.
TINCT,v. t.,To color or stain; to imblue; to tint.
TINEA,n.,"A name applied to various skin diseases, but especially to ringworm. See Ringworm, and Sycosis."
TINEA,n.,"A genus of small Lepidoptera, including the clothes moths and carpet moths."
TINED,a.,"Furnished with tines; as, a three-tined fork."
TINET,n.,Brushwood and thorns for making and repairing hedges.
TINGE,v. t.,"To imbue or impregnate with something different or foreign; as, to tinge a decoction with a bitter taste; to affect in some degree with the qualities of another substance, either by mixture, or by application to the surface; especially, to color slightly; to stain; as, to tinge a blue color with red; an infusion tinged with a yellow color by saffron."
TINGE,n.,"A degree, usually a slight degree, of some color, taste, or something foreign, infused into another substance or mixture, or added to it; tincture; color; dye; hue; shade; taste."
TINNY,a.,"Pertaining to, abounding with, or resembling, tin."
TINTO,n.,"A red Madeira wine, wanting the high aroma of the white sorts, and, when old, resembling tawny port."
TIPSY,superl.,"Being under the influence of strong drink; rendered weak or foolish by liquor, but not absolutely or completely drunk; fuddled; intoxicated."
TIPSY,superl.,"Staggering, as if from intoxication; reeling."
TIRED,imp. & p. p.,of Tire
TIRED,a.,Weary; fatigued; exhausted.
TIRMA,n.,The oyster catcher.
TISAR,n.,The fireplace at the side of an annealing oven.
TISIC,a.,Alt. of Tisical
TISIC,n.,Consumption; phthisis. See Phthisis.
TISRI,n.,"The seventh month of the Jewish ecclesiastical year, answering to a part of September with a part of October."
TITAN,a.,Titanic.
TITHE,n.,"A tenth; the tenth part of anything; specifically, the tenthpart of the increase arising from the profits of land and stock, allotted to the clergy for their support, as in England, or devoted to religious or charitable uses. Almost all the tithes of England and Wales are commuted by law into rent charges."
TITHE,n.,"Hence, a small part or proportion."
TITHE,a.,Tenth.
TITHE,v. t.,To levy a tenth part on; to tax to the amount of a tenth; to pay tithes on.
TITHE,v. i.,Tp pay tithes.
TITLE,n.,An inscription put over or upon anything as a name by which it is known.
TITLE,n.,"The inscription in the beginning of a book, usually containing the subject of the work, the author's and publisher's names, the date, etc."
TITLE,n.,"The panel for the name, between the bands of the back of a book."
TITLE,n.,"A section or division of a subject, as of a law, a book, specif. (Roman & Canon Laws), a chapter or division of a law book."
TITLE,n.,"An appellation of dignity, distinction, or preeminence (hereditary or acquired), given to persons, as duke marquis, honorable, esquire, etc."
TITLE,n.,A name; an appellation; a designation.
TITLE,n.,"That which constitutes a just cause of exclusive possession; that which is the foundation of ownership of property, real or personal; a right; as, a good title to an estate, or an imperfect title."
TITLE,n.,The instrument which is evidence of a right.
TITLE,n.,That by which a beneficiary holds a benefice.
TITLE,n.,"A church to which a priest was ordained, and where he was to reside."
TITLE,n.,To call by a title; to name; to entitle.
TITTY,n.,A little teat; a nipple.
TIVER,n.,A kind of ocher which is used in some parts of England in marking sheep.
TIVER,v. t.,To mark with tiver.
TOADY,n.,A mean flatterer; a toadeater; a sycophant.
TOADY,n.,"A coarse, rustic woman."
TOADY,v. t.,To fawn upon with mean sycophancy.
TOAST,v. t.,"To dry and brown by the heat of a fire; as, to toast bread."
TOAST,v. t.,"To warm thoroughly; as, to toast the feet."
TOAST,v. t.,"To name when a health is proposed to be drunk; to drink to the health, or in honor, of; as, to toast a lady."
TOAST,v.,"Bread dried and browned before a fire, usually in slices; also, a kind of food prepared by putting slices of toasted bread into milk, gravy, etc."
TOAST,v.,"A lady in honor of whom persons or a company are invited to drink; -- so called because toasts were formerly put into the liquor, as a great delicacy."
TOAST,v.,"Hence, any person, especially a person of distinction, in honor of whom a health is drunk; hence, also, anything so commemorated; a sentiment, as ""The land we live in,""  ""The day we celebrate,"" etc."
TOBIT,n.,A book of the Apocrypha.
TODDY,n.,"A juice drawn from various kinds of palms in the East Indies; or, a spirituous liquor procured from it by fermentation."
TODDY,n.,A mixture of spirit and hot water sweetened.
TOFFY,n.,Taffy.
TOFUS,n.,Tophus.
TOFUS,n.,"Tufa. See under Tufa, and Toph."
TOGAS,pl. ,of Toga
TOGAE,pl. ,of Toga
TOGED,a.,Togated.
TOGHT,a.,Taut.
TOGUE,n.,The namaycush.
TOHEW,v. t.,To hew in pieces.
TOISE,a.,"An old measure of length in France, containing six French feet, or about 6.3946 French feet."
TOKAY,n.,A grape of an oval shape and whitish color.
TOKAY,n.,A rich Hungarian wine made from Tokay grapes.
TOKEN,n.,"Something intended or supposed to represent or indicate another thing or an event; a sign; a symbol; as, the rainbow is a token of God's covenant established with Noah."
TOKEN,n.,A memorial of friendship; something by which the friendship of another person is to be kept in mind; a memento; a souvenir.
TOKEN,n.,"Something given or shown as a symbol or guarantee of authority or right; a sign of authenticity, of power, good faith, etc."
TOKEN,n.,"A piece of metal intended for currency, and issued by a private party, usually bearing the name of the issuer, and redeemable in lawful money. Also, a coin issued by government, esp. when its use as lawful money is limited and its intrinsic value is much below its nominal value."
TOKEN,n.,"A livid spot upon the body, indicating, or supposed to indicate, the approach of death."
TOKEN,n.,"Ten and a half quires, or, commonly, 250 sheets, of paper printed on both sides; also, in some cases, the same number of sheets printed on one side, or half the number printed on both sides."
TOKEN,n.,A piece of metal given beforehand to each person in the congregation who is permitted to partake of the Lord's Supper.
TOKEN,n.,A bit of leather having a peculiar mark designating a particular miner. Each hewer sends one of these with each corf or tub he has hewn.
TOKEN,n.,To betoken.
TOKIN,n.,A tocsin.
TOLED,imp. & p. p.,of Tole
TOLYL,n.,"The hydrocarbon radical, CH3.C6H4, regarded as characteristic of certain compounds of the aromatic series related to toluene; as, tolyl carbinol."
TOMAN,n.,"A money of account in Persia, whose value varies greatly at different times and places. Its average value may be reckoned at about two and a half dollars."
TOMIA,pl. ,of Tomium
TOMMY,n.,"Bread, -- generally a penny roll; the supply of food carried by workmen as their daily allowance."
